cls,precision,recall,baseline,average_precision
N,0.9480040892988755,0.9052808427553013,0.8902138324103642,0.9817703090206553
N,0.9480219806361063,0.9047813649366572,0.8902138324103642,0.9817703090206553
N,0.9480160902577773,0.9042591835808019,0.8902138324103642,0.9817703090206553
N,0.9480101931458239,0.9037370022249467,0.8902138324103642,0.9817703090206553
N,0.9480281186703206,0.9032375244063024,0.8902138324103642,0.9817703090206553
N,0.948069907727522,0.9027607501248694,0.8902138324103642,0.9817703090206553
N,0.9481356013073454,0.9023066793806475,0.8902138324103642,0.9817703090206553
N,0.9481297591483064,0.9017844980247922,0.8902138324103642,0.9817703090206553
N,0.9481239102916239,0.901262316668937,0.8902138324103642,0.9817703090206553
N,0.9481897478790775,0.9008082459247151,0.8902138324103642,0.9817703090206553
N,0.9482317495994835,0.900331471643282,0.8902138324103642,0.9817703090206553
N,0.948297724717085,0.8998774008990601,0.8902138324103642,0.9817703090206553
N,0.948315897828741,0.899377923080416,0.8902138324103642,0.9817703090206553
N,0.948381997173585,0.898923852336194,0.8902138324103642,0.9817703090206553
N,0.948520071899341,0.8985378922036054,0.8902138324103642,0.9817703090206553
N,0.9485384043548116,0.8980384143849611,0.8902138324103642,0.9817703090206553
N,0.9485567579240348,0.897538936566317,0.8902138324103642,0.9817703090206553
N,0.9485991405180899,0.897062162284884,0.8902138324103642,0.9817703090206553
N,0.9486175502654399,0.8965626844662399,0.8902138324103642,0.9817703090206553
N,0.9486600168249009,0.8960859101848068,0.8902138324103642,0.9817703090206553
N,0.9486784829609678,0.8955864323661626,0.8902138324103642,0.9817703090206553
N,0.9486969704261616,0.8950869545475185,0.8902138324103642,0.9817703090206553
N,0.9487154792574579,0.8945874767288744,0.8902138324103642,0.9817703090206553
N,0.9487581006528705,0.8941107024474413,0.8902138324103642,0.9817703090206553
N,0.9488489815595998,0.8936793352404304,0.8902138324103642,0.9817703090206553
N,0.9488676105255541,0.8931798574217863,0.8902138324103642,0.9817703090206553
N,0.9488621280498105,0.892657676065931,0.8902138324103642,0.9817703090206553
N,0.9489049332335256,0.892180901784498,0.8902138324103642,0.9817703090206553
N,0.9488753050327382,0.8916360168914317,0.8902138324103642,0.9817703090206553
N,0.9488939925057416,0.8911365390727876,0.8902138324103642,0.9817703090206553
N,0.9489368907380082,0.8906597647913544,0.8902138324103642,0.9817703090206553
N,0.9490524481448315,0.8902511011215547,0.8902138324103642,0.9817703090206553
N,0.9490712711597608,0.8897516233029106,0.8902138324103642,0.9817703090206553
N,0.9491143473309264,0.8892748490214776,0.8902138324103642,0.9817703090206553
N,0.9491574736331676,0.8887980747400445,0.8902138324103642,0.9817703090206553
N,0.9492249096334393,0.8883440039958226,0.8902138324103642,0.9817703090206553
N,0.949266919118361,0.8878445261771784,0.8902138324103642,0.9817703090206553
N,0.9493344991741961,0.8873904554329565,0.8902138324103642,0.9817703090206553
N,0.9493535530280937,0.8868909776143123,0.8902138324103642,0.9817703090206553
N,0.9493969458223909,0.8864142033328792,0.8902138324103642,0.9817703090206553
N,0.9493917274939173,0.885892021977024,0.8902138324103642,0.9817703090206553
N,0.9494838835329633,0.8854606547700131,0.8902138324103642,0.9817703090206553
N,0.949527428627107,0.8849838804885801,0.8902138324103642,0.9817703090206553
N,0.9495953982645998,0.8845298097443581,0.8902138324103642,0.9817703090206553
N,0.9496878353331383,0.8840984425373474,0.8902138324103642,0.9817703090206553
N,0.9497071742313323,0.8835989647187031,0.8902138324103642,0.9817703090206553
N,0.9497021193475925,0.8830767833628479,0.8902138324103642,0.9817703090206553
N,0.9496970585361086,0.8825546020069927,0.8902138324103642,0.9817703090206553
N,0.9498142172680161,0.8821459383371929,0.8902138324103642,0.9817703090206553
N,0.9498825946580569,0.881691867592971,0.8902138324103642,0.9817703090206553
N,0.9499265785609398,0.8812150933115379,0.8902138324103642,0.9817703090206553
N,0.9499461259672838,0.8807156154928938,0.8902138324103642,0.9817703090206553
N,0.9499656963638146,0.8802161376742497,0.8902138324103642,0.9817703090206553
N,0.9500098068059233,0.8797393633928166,0.8902138324103642,0.9817703090206553
N,0.9500539691884996,0.8792625891113836,0.8902138324103642,0.9817703090206553
N,0.9501718213058419,0.8788539254415838,0.8902138324103642,0.9817703090206553
N,0.9502898123587779,0.8784452617717841,0.8902138324103642,0.9817703090206553
N,0.9502850683180969,0.8779230804159288,0.8902138324103642,0.9817703090206553
N,0.9503049080358021,0.8774236025972847,0.8902138324103642,0.9817703090206553
