cls,fpr,tpr,auc
N,0.005154639175257732,0.17779139990010442,0.879125540329139
N,0.005338733431516937,0.18022067838169187,0.879125540329139
N,0.005706921944035346,0.1817872224492576,0.879125540329139
N,0.005891016200294551,0.18433001861690052,0.879125540329139
N,0.005891016200294551,0.18880261544748672,0.879125540329139
N,0.005891016200294551,0.20128956091359035,0.879125540329139
N,0.0062592047128129605,0.20163011397175679,0.879125540329139
N,0.0062592047128129605,0.2090087635653635,0.879125540329139
N,0.0062592047128129605,0.21021205103755164,0.879125540329139
N,0.0062592047128129605,0.21491168324024884,0.879125540329139
N,0.0066273932253313695,0.2178631430776915,0.879125540329139
N,0.0066273932253313695,0.22510557144803162,0.879125540329139
N,0.0068114874815905745,0.22574127048994233,0.879125540329139
N,0.0068114874815905745,0.22714888979703038,0.879125540329139
N,0.006995581737849779,0.23007764609726195,0.879125540329139
N,0.0071796759941089834,0.23164419016482768,0.879125540329139
N,0.0071796759941089834,0.23395995096035963,0.879125540329139
N,0.0071796759941089834,0.23759251691413522,0.879125540329139
N,0.007547864506627393,0.23809199473277937,0.879125540329139
N,0.007731958762886598,0.2414521182400218,0.879125540329139
N,0.007916053019145802,0.24295055169595423,0.879125540329139
N,0.007916053019145802,0.24556145847523045,0.879125540329139
N,0.007916053019145802,0.2460836398310857,0.879125540329139
N,0.007916053019145802,0.24792262634518458,0.879125540329139
N,0.008100147275405008,0.24833129001498433,0.879125540329139
N,0.008100147275405008,0.2523044090269264,0.879125540329139
N,0.008284241531664212,0.25480179812014714,0.879125540329139
N,0.008284241531664212,0.25727648367615674,0.879125540329139
N,0.008652430044182622,0.25761703673432323,0.879125540329139
N,0.008652430044182622,0.2636561776324751,0.879125540329139
N,0.008836524300441826,0.26451891204649686,0.879125540329139
N,0.00902061855670103,0.2662443808745403,0.879125540329139
N,0.009204712812960236,0.2667211551559733,0.879125540329139
N,0.00938880706921944,0.2729646278890251,0.879125540329139
N,0.009572901325478646,0.27643826908232305,0.879125540329139
N,0.00975699558173785,0.28794896244834944,0.879125540329139
N,0.009941089837997054,0.28810788720882713,0.879125540329139
N,0.009941089837997054,0.2929437406347909,0.879125540329139
N,0.010309278350515464,0.29485083776052307,0.879125540329139
N,0.010309278350515464,0.3012078281796304,0.879125540329139
N,0.010493372606774668,0.3015029741633746,0.879125540329139
N,0.010493372606774668,0.30411388094265085,0.879125540329139
N,0.010677466863033874,0.30583934977069427,0.879125540329139
N,0.010861561119293078,0.3090178449802479,0.879125540329139
N,0.011229749631811487,0.30997139354311404,0.879125540329139
N,0.011229749631811487,0.31321799936430095,0.879125540329139
N,0.011413843888070692,0.3139672160922672,0.879125540329139
N,0.011597938144329897,0.31730463606229853,0.879125540329139
N,0.011782032400589101,0.319756618081097,0.879125540329139
N,0.011782032400589101,0.32161830813240705,0.879125540329139
N,0.012150220913107511,0.3228897062162285,0.879125540329139
N,0.012334315169366715,0.32520546701176045,0.879125540329139
N,0.012518409425625921,0.32629523679789313,0.879125540329139
N,0.012702503681885125,0.3291104754120692,0.879125540329139
N,0.01288659793814433,0.329292103709758,0.879125540329139
N,0.01288659793814433,0.3335149616310221,0.879125540329139
N,0.013070692194403535,0.33435499250783274,0.879125540329139
N,0.013254786450662739,0.33571720474049854,0.879125540329139
N,0.013254786450662739,0.33694319574989784,0.879125540329139
N,0.013254786450662739,0.34048494755482905,0.879125540329139
